33.43767545,64.25117848
33.21417899,65.10173552
34.2873402,66.57170405
31.72104043,65.82504764
33.88919314,64.4281437
33.45387321,65.71469588
33.65172753,65.38811408
33.0648241,66.11751653
32.8002084,68.21721569
33.14351067,67.30671321
32.68455164,65.84940263
34.71938353,65.56968728
32.40583936,64.34789329
33.60923947,65.98755349
32.35596545,66.19068221
32.67776212,67.1854919
33.92863023,66.27678254
33.05720912,64.81061436
34.46306774,64.33366761
32.12713463,65.31057729
32.30596516,67.34783558
32.68497202,65.15433005
34.76606814,65.21536683
34.57171608,66.68874094
34.22403332,66.76008944
32.50631792,65.46621221
34.98502471,66.57746854
32.87073672,66.20131529
32.37301568,63.77418022
33.56782612,65.91237669
32.93778759,66.94509413
33.59042542,63.54582446
33.05336835,66.82504644
33.34923695,64.11433626
34.77804445,65.3881255
33.46911514,66.67587474
33.89268926,64.887709
34.70039922,67.24786954
34.36125297,67.03062116
31.64735493,67.49251239
32.85706519,66.59285076
33.71692614,65.65225468
33.68530946,66.14269236
34.42121481,66.75193642
34.40076647,65.10164221
32.16580891,64.49097186
33.76747395,64.65183121
31.87501129,64.19156891
33.02597605,66.15883886
33.2428936,64.31490434
32.77417986,66.30607038
35.07611236,63.88516053
33.93977309,65.87207399
32.88116984,65.37874952
32.86238788,65.61738982
32.67447013,64.38834322
31.3443043,66.10524545
32.7615315,65.90947831
34.25155972,66.38737922
33.84355255,65.61133383
34.05355169,65.58197775
32.96639265,66.47327755
32.03515337,67.24954576
31.82196306,65.09737938
31.34092847,65.90315782
34.36389749,65.91847177
33.54263093,65.94379703
33.91476521,66.51445338
32.61986388,65.20847056
32.84242002,66.01437217
32.8129695,65.10005637
34.02379243,64.46273016
33.27048893,67.09480718
34.2654288,64.19860012
33.55786938,66.31997693
33.49709237,66.0797852
33.67511078,66.45379596
34.96741459,66.17681786
31.62049909,65.42210838
33.47667356,66.22079724
33.89948797,65.80258763
33.54989384,65.73966512
32.89391045,63.48452417
31.99797819,65.66243091
32.05985353,64.45242207
32.68963231,65.94670073
35.43056036,66.21202216
32.29638151,66.35777379
33.05645353,67.05314038
35.59710414,64.43861666
33.36907436,65.35384958
32.94232172,65.16159342
